경마장,경주일,년월,경주번호,등급,경주거리,출주두수,신마수,정산여부,actual_top3,m_rank_top4,r_pop_top4,m_rank_top6,r_pop_top6,overlap_1to4,m_BOX4_hit,m_BOX4_refund,m_BOX4_bet,r_BOX4_hit,r_BOX4_refund,r_BOX4_bet,m_BOX6_hit,m_BOX6_refund,m_BOX6_bet,r_BOX6_hit,r_BOX6_refund,r_BOX6_bet
부산,20250323,202503,4,혼4등급,1800.0,12,0,SETTLED,"6,8,9","8,9,4,12","9,8,4,2","8,9,4,12,10,7","9,8,4,2,10,5",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250323,202503,5,국3등급,1200.0,12,0,SETTLED,"6,8,12","8,4,7,6","8,1,7,6","8,4,7,6,5,12","8,1,7,6,4,11",3,0,0.0,400,0,0.0,400,1,4580.0,2000,0,0.0,2000
부산,20250323,202503,6,2등급,1600.0,12,0,SETTLED,"6,8,9","7,9,8,6","7,9,8,6","7,9,8,6,1,11","7,9,8,6,1,5",4,1,1210.0,400,1,1210.0,400,1,1210.0,2000,1,1210.0,2000
부산,20250328,202503,4,국5등급,1200.0,12,0,SETTLED,"3,11,12","5,10,11,7","5,10,11,12","5,10,11,7,12,9","5,10,11,12,7,9",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250328,202503,5,국5등급,1800.0,12,0,SETTLED,"4,8,12","12,5,4,2","12,4,5,2","12,5,4,2,3,9","12,4,5,2,6,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250328,202503,6,국4등급,1800.0,11,1,SETTLED,"4,6,10","6,10,11,2","6,10,11,2","6,10,11,2,5,3","6,10,11,2,5,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250328,202503,7,혼4등급,1300.0,12,1,SETTLED,"4,7,12","4,12,5,1","4,12,5,1","4,12,5,1,6,7","4,12,5,1,7,6",4,0,0.0,400,0,0.0,400,1,2490.0,2000,1,2490.0,2000
부산,20250328,202503,8,혼3등급,1400.0,12,0,SETTLED,"4,6,8","4,2,8,6","4,2,8,6","4,2,8,6,11,3","4,2,8,6,3,12",4,1,18120.0,400,1,18120.0,400,1,18120.0,2000,1,18120.0,2000
부산,20250330,202503,2,국5등급,1400.0,12,0,SETTLED,"4,8,11","8,6,1,11","8,6,1,11","8,6,1,11,7,10","8,6,1,11,7,10",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250330,202503,3,혼4등급,1300.0,12,1,SETTLED,"1,3,12","3,8,5,12","3,8,5,12","3,8,5,12,9,1","3,8,5,12,9,1",4,0,0.0,400,0,0.0,400,1,4330.0,2000,1,4330.0,2000
부산,20250330,202503,4,국4등급,1600.0,12,0,SETTLED,"6,7,12","9,7,11,5","9,7,11,5","9,7,11,5,6,12","9,7,11,5,6,4",4,0,0.0,400,0,0.0,400,1,15200.0,2000,0,0.0,2000
부산,20250330,202503,5,1등급,2000.0,10,0,SETTLED,"5,7,9","9,2,1,5","2,9,5,1","9,2,1,5,4,6","2,9,5,1,6,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250404,202504,2,국6등급,1600.0,12,1,SETTLED,"3,5,9","3,4,5,1","3,4,5,1","3,4,5,1,2,11","3,4,5,1,11,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250404,202504,3,국5등급,1800.0,12,0,SETTLED,"8,10,12","10,12,2,8","10,12,2,8","10,12,2,8,3,6","10,12,2,8,3,6",4,1,3829.9999999999995,400,1,3829.9999999999995,400,1,3829.9999999999995,2000,1,3829.9999999999995,2000
부산,20250404,202504,4,국5등급,1200.0,12,0,SETTLED,"5,6,12","7,10,12,5","7,10,12,5","7,10,12,5,3,8","7,10,12,5,8,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,3279.9999999999995,2000
부산,20250404,202504,5,국4등급,1400.0,12,1,SETTLED,"5,10,11","10,5,3,7","10,5,7,3","10,5,3,7,9,11","10,5,7,3,9,6",4,0,0.0,400,0,0.0,400,1,4910.0,2000,0,0.0,2000
부산,20250404,202504,6,혼4등급,1200.0,11,1,SETTLED,"3,4,11","4,6,9,11","4,11,6,2","4,6,9,11,7,2","4,11,6,2,7,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,4350.0,2000
부산,20250404,202504,7,혼3등급,1800.0,12,0,SETTLED,"2,3,11","3,12,11,1","3,12,11,1","3,12,11,1,6,7","3,12,11,1,7,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250404,202504,8,2등급,1400.0,12,0,SETTLED,"3,7,10","4,10,1,3","4,1,10,3","4,10,1,3,7,6","4,1,10,3,6,7",4,0,0.0,400,0,0.0,400,1,33640.0,2000,1,33640.0,2000
부산,20250406,202504,1,혼4등급,1800.0,9,0,SETTLED,"3,4,7","9,4,5,6","9,4,5,6","9,4,5,6,7,8","9,4,5,6,8,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250406,202504,3,국5등급,1300.0,12,1,SETTLED,"2,8,10","10,8,3,12","10,8,3,6","10,8,3,12,6,1","10,8,3,6,12,11",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250406,202504,4,국4등급,1600.0,12,0,SETTLED,"5,9,12","12,9,10,6","12,9,10,6","12,9,10,6,11,7","12,9,10,6,7,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250406,202504,5,국3등급,1400.0,12,0,SETTLED,"2,3,12","8,12,9,6","8,12,9,6","8,12,9,6,3,5","8,12,9,6,3,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,29089.999999999996,2000
부산,20250406,202504,6,국OPEN,1600.0,16,1,SETTLED,"4,6,9","1,10,12,7","1,10,12,3","1,10,12,7,4,6","1,10,12,3,14,7",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250411,202504,2,국6등급,1400.0,12,1,SETTLED,"6,7,11","11,6,1,2","11,6,1,2","11,6,1,2,5,3","11,6,1,2,7,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,1980.0,2000
부산,20250411,202504,4,국6등급,1600.0,12,0,SETTLED,"6,11,12","6,10,11,2","6,10,11,9","6,10,11,2,9,4","6,10,11,9,2,4",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250411,202504,5,국5등급,1600.0,12,0,SETTLED,"7,10,11","2,10,6,11","2,10,6,5","2,10,6,11,5,7","2,10,6,5,7,11",3,0,0.0,400,0,0.0,400,1,2870.0,2000,1,2870.0,2000
부산,20250411,202504,6,국5등급,1200.0,12,0,SETTLED,"2,4,9","9,7,1,4","9,11,7,4","9,7,1,4,10,6","9,11,7,4,1,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250411,202504,7,국5등급,1300.0,12,0,SETTLED,"2,3,10","1,2,5,4","1,2,5,4","1,2,5,4,3,12","1,2,5,4,3,12",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250411,202504,8,혼4등급,1400.0,12,0,SETTLED,"2,4,9","10,8,4,7","10,8,4,7","10,8,4,7,9,1","10,8,4,7,9,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250413,202504,2,국5등급,1400.0,12,0,SETTLED,"5,9,10","8,9,6,4","8,9,6,12","8,9,6,4,1,10","8,9,6,12,4,1",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250413,202504,3,국4등급,1600.0,12,0,SETTLED,"1,3,7","1,9,6,7","1,9,6,7","1,9,6,7,8,3","1,9,6,7,3,8",4,0,0.0,400,0,0.0,400,1,8150.0,2000,1,8150.0,2000
부산,20250413,202504,4,국OPEN,1600.0,10,0,SETTLED,"4,6,7","6,2,4,7","6,2,4,7","6,2,4,7,8,10","6,2,4,7,8,10",4,1,1639.9999999999998,400,1,1639.9999999999998,400,1,1639.9999999999998,2000,1,1639.9999999999998,2000
부산,20250413,202504,5,혼OPEN,1800.0,8,0,SETTLED,"4,5,6","5,4,1,6","5,4,1,6","5,4,1,6,3,8","5,4,1,6,3,7",4,1,200.0,400,1,200.0,400,1,200.0,2000,1,200.0,2000
부산,20250413,202504,6,혼OPEN,1800.0,11,0,SETTLED,"4,7,11","11,9,7,5","11,9,7,5","11,9,7,5,6,8","11,9,7,5,6,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250418,202504,2,국6등급,1400.0,12,1,SETTLED,"6,7,9","12,3,6,8","12,3,6,8","12,3,6,8,1,4","12,3,6,8,4,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250418,202504,4,국5등급,1200.0,12,0,SETTLED,"3,5,10","5,3,4,6","5,3,4,8","5,3,4,6,8,11","5,3,4,8,6,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,1530.0,2000
부산,20250418,202504,6,혼4등급,1600.0,12,0,SETTLED,"2,6,7","11,6,5,7","11,6,5,1","11,6,5,7,1,2","11,6,5,1,2,7",3,0,0.0,400,0,0.0,400,1,28920.0,2000,1,28920.0,2000
부산,20250418,202504,7,국4등급,1400.0,12,0,SETTLED,"7,8,9","7,6,9,8","7,9,6,8","7,6,9,8,10,2","7,9,6,8,10,1",4,1,1050.0,400,1,1050.0,400,1,1050.0,2000,1,1050.0,2000
부산,20250418,202504,8,혼3등급,1200.0,12,0,SETTLED,"6,9,11","11,1,5,2","11,2,1,3","11,1,5,2,6,10","11,2,1,3,6,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250420,202504,2,국5등급,1300.0,12,0,SETTLED,"4,9,10","9,7,3,10","9,7,3,10","9,7,3,10,5,2","9,7,3,10,5,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250420,202504,3,국5등급,1400.0,12,0,SETTLED,"4,7,8","8,7,6,3","8,7,6,3","8,7,6,3,5,2","8,7,6,3,2,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250420,202504,4,국4등급,1200.0,12,0,SETTLED,"2,7,10","7,2,6,9","7,2,6,9","7,2,6,9,3,8","7,2,6,9,8,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250420,202504,5,혼4등급,1800.0,12,0,SETTLED,"4,8,12","12,11,4,10","12,11,4,6","12,11,4,10,6,8","12,11,4,6,8,10",3,0,0.0,400,0,0.0,400,1,1720.0,2000,1,1720.0,2000
부산,20250420,202504,6,1등급,1600.0,11,0,SETTLED,"8,9,10","9,8,5,10","9,8,5,10","9,8,5,10,7,1","9,8,5,10,4,7",4,1,919.9999999999999,400,1,919.9999999999999,400,1,919.9999999999999,2000,1,919.9999999999999,2000
부산,20250425,202504,2,국6등급,1400.0,12,1,SETTLED,"5,6,7","5,7,9,11","5,7,9,11","5,7,9,11,3,6","5,7,9,11,3,6",4,0,0.0,400,0,0.0,400,1,1490.0,2000,1,1490.0,2000
부산,20250425,202504,3,국6등급,1600.0,12,0,SETTLED,"2,3,6","2,3,6,1","2,3,6,1","2,3,6,1,7,5","2,3,6,1,7,5",4,1,5050.0,400,1,5050.0,400,1,5050.0,2000,1,5050.0,2000
부산,20250425,202504,4,국5등급,1600.0,12,0,SETTLED,"1,3,11","7,9,8,3","7,9,3,8","7,9,8,3,12,4","7,9,3,8,12,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250425,202504,5,국5등급,1300.0,12,0,SETTLED,"3,5,12","8,3,4,11","8,3,4,12","8,3,4,11,9,12","8,3,4,12,9,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250425,202504,6,혼4등급,1200.0,12,1,SETTLED,"2,7,9","2,11,8,3","2,11,8,3","2,11,8,3,4,9","2,11,8,3,9,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250425,202504,7,혼3등급,1600.0,12,0,SETTLED,"4,8,10","10,12,6,11","10,11,12,8","10,12,6,11,8,1","10,11,12,8,1,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250425,202504,8,국3등급,1800.0,10,0,SETTLED,"2,5,8","10,5,1,4","10,5,1,2","10,5,1,4,2,3","10,5,1,2,4,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250427,202504,1,국6등급,1300.0,12,1,SETTLED,"2,10,12","2,10,5,7","2,10,5,7","2,10,5,7,8,9","2,10,5,7,1,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250427,202504,2,국5등급,1200.0,11,0,SETTLED,"8,9,11","9,11,6,8","9,11,6,8","9,11,6,8,5,4","9,11,6,8,4,7",4,1,470.0,400,1,470.0,400,1,470.0,2000,1,470.0,2000
부산,20250427,202504,3,국5등급,1400.0,12,1,SETTLED,"3,8,12","12,4,9,8","12,4,9,5","12,4,9,8,7,11","12,4,9,5,7,8",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250427,202504,4,혼4등급,1600.0,12,1,SETTLED,"8,9,10","10,8,4,5","10,8,4,5","10,8,4,5,3,7","10,8,4,5,3,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,1210.0,2000
부산,20250427,202504,5,국4등급,1800.0,10,0,SETTLED,"4,7,8","7,8,9,2","8,7,9,2","7,8,9,2,5,3","8,7,9,2,3,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250427,202504,6,2등급,2000.0,11,0,SETTLED,"3,7,8","8,11,7,3","8,11,3,7","8,11,7,3,9,1","8,11,3,7,9,5",4,1,6340.0,400,1,6340.0,400,1,6340.0,2000,1,6340.0,2000
부산,20250502,202505,3,국6등급,1600.0,11,1,SETTLED,"6,7,9","6,7,9,4","6,7,9,4","6,7,9,4,1,8","6,7,9,4,1,8",4,1,2150.0,400,1,2150.0,400,1,2150.0,2000,1,2150.0,2000
부산,20250502,202505,4,국5등급,1200.0,9,0,SETTLED,"3,7,8","7,3,1,6","7,3,1,6","7,3,1,6,5,4","7,3,1,6,5,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,2020.0,2000
부산,20250502,202505,5,국4등급,1800.0,9,0,SETTLED,"1,2,9","8,2,7,1","8,2,7,1","8,2,7,1,3,9","8,2,7,1,9,3",4,0,0.0,400,0,0.0,400,1,1800.0,2000,1,1800.0,2000
부산,20250502,202505,6,국5등급,1400.0,10,0,SETTLED,"4,7,9","7,3,5,9","7,3,5,9","7,3,5,9,4,6","7,3,5,9,4,6",4,0,0.0,400,0,0.0,400,1,2130.0,2000,1,2130.0,2000
부산,20250502,202505,7,국5등급,1800.0,11,1,SETTLED,"5,6,7","4,6,8,5","6,4,8,5","4,6,8,5,1,11","6,4,8,5,1,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250502,202505,8,2등급,1200.0,11,0,SETTLED,"2,7,10","2,3,10,1","2,3,10,4","2,3,10,1,4,7","2,3,10,4,7,1",3,0,0.0,400,0,0.0,400,1,3000.0,2000,1,3000.0,2000
부산,20250504,202505,2,국5등급,1300.0,10,1,SETTLED,"4,5,8","4,2,3,7","4,2,3,7","4,2,3,7,1,10","4,2,3,7,1,10",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250504,202505,3,국4등급,1200.0,11,0,SETTLED,"2,3,8","2,8,6,9","2,8,6,4","2,8,6,9,4,1","2,8,6,4,1,11",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250504,202505,4,혼4등급,1400.0,11,0,SETTLED,"3,4,5","4,6,8,7","4,6,8,7","4,6,8,7,9,1","4,6,8,7,9,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250504,202505,5,국3등급,1600.0,11,0,SETTLED,"1,8,10","8,6,4,1","8,6,4,1","8,6,4,1,3,7","8,6,4,1,3,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250504,202505,6,국OPEN,1800.0,10,0,SETTLED,"1,3,7","1,7,3,4","1,7,3,4","1,7,3,4,9,6","1,7,3,4,6,9",4,1,400.0,400,1,400.0,400,1,400.0,2000,1,400.0,2000
부산,20250509,202505,1,국6등급,1400.0,8,0,SETTLED,"1,7,8","3,7,1,8","3,7,1,8","3,7,1,8,4,2","3,7,1,8,4,2",4,1,940.0,400,1,940.0,400,1,940.0,2000,1,940.0,2000
부산,20250509,202505,3,국5등급,1200.0,9,0,SETTLED,"3,5,6","3,6,1,8","3,6,1,8","3,6,1,8,5,7","3,6,1,8,5,7",4,0,0.0,400,0,0.0,400,1,2280.0,2000,1,2280.0,2000
부산,20250509,202505,4,국5등급,1300.0,11,0,SETTLED,"5,9,11","2,5,3,6","2,5,3,6","2,5,3,6,8,11","2,5,3,6,8,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250509,202505,5,국5등급,1600.0,11,0,SETTLED,"2,6,9","4,3,5,6","4,3,5,6","4,3,5,6,8,2","4,3,5,6,2,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,2280.0,2000
부산,20250509,202505,6,혼4등급,1800.0,11,0,SETTLED,"3,5,9","7,3,9,6","7,3,9,11","7,3,9,6,11,5","7,3,9,11,4,8",3,0,0.0,400,0,0.0,400,1,3450.0,2000,0,0.0,2000
부산,20250509,202505,7,혼4등급,1200.0,11,0,SETTLED,"3,5,6","6,7,1,10","6,7,10,3","6,7,1,10,2,3","6,7,10,3,1,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250509,202505,8,국3등급,1200.0,11,0,SETTLED,"1,5,10","1,11,5,6","4,11,1,6","1,11,5,6,2,9","4,11,1,6,5,8",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250511,202505,1,국6등급,1400.0,8,0,SETTLED,"4,7,8","5,7,8,3","5,7,8,3","5,7,8,3,4,1","5,7,8,3,4,1",4,0,0.0,400,0,0.0,400,1,950.0,2000,1,950.0,2000
부산,20250511,202505,3,국6등급,1300.0,10,0,SETTLED,"2,5,9","2,9,6,7","2,9,6,7","2,9,6,7,5,8","2,9,6,7,5,8",4,0,0.0,400,0,0.0,400,1,950.0,2000,1,950.0,2000
부산,20250511,202505,4,국5등급,1400.0,11,0,SETTLED,"1,6,9","9,6,2,10","9,6,2,10","9,6,2,10,3,8","9,6,2,10,3,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250511,202505,5,국4등급,1600.0,10,0,SETTLED,"3,5,10","5,10,2,6","5,10,2,6","5,10,2,6,1,7","5,10,2,6,1,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250511,202505,6,혼3등급,1800.0,11,0,SETTLED,"4,5,6","5,10,1,6","5,10,1,6","5,10,1,6,9,7","5,10,1,6,4,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,1620.0,2000
부산,20250516,202505,2,국6등급,1400.0,11,1,SETTLED,"3,6,8","2,8,3,7","2,8,3,7","2,8,3,7,9,1","2,8,3,7,1,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,5780.0,2000
부산,20250516,202505,3,혼3등급,1200.0,9,0,SETTLED,"6,7,9","6,9,2,1","6,9,2,1","6,9,2,1,8,7","6,9,2,1,7,8",4,0,0.0,400,0,0.0,400,1,1739.9999999999998,2000,1,1739.9999999999998,2000
부산,20250516,202505,5,국5등급,1300.0,11,0,SETTLED,"3,6,11","3,7,8,6","8,3,7,9","3,7,8,6,9,11","8,3,7,9,6,11",3,0,0.0,400,0,0.0,400,1,2510.0,2000,1,2510.0,2000
부산,20250516,202505,6,국5등급,1800.0,11,0,SETTLED,"6,9,11","3,8,6,5","8,3,6,5","3,8,6,5,9,11","8,3,6,5,1,11",4,0,0.0,400,0,0.0,400,1,14730.000000000002,2000,0,0.0,2000
부산,20250516,202505,7,국4등급,1800.0,11,0,SETTLED,"7,8,11","11,2,8,3","11,8,2,3","11,2,8,3,7,10","11,8,2,3,9,7",4,0,0.0,400,0,0.0,400,1,1460.0,2000,1,1460.0,2000
부산,20250516,202505,8,혼4등급,1600.0,11,0,SETTLED,"3,5,7","3,11,1,7","3,11,1,7","3,11,1,7,10,5","3,11,1,7,5,9",4,0,0.0,400,0,0.0,400,1,3350.0,2000,1,3350.0,2000
부산,20250518,202505,1,국3등급,1800.0,9,0,SETTLED,"7,8,9","9,6,4,1","9,6,4,1","9,6,4,1,2,8","9,6,4,1,8,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250518,202505,2,국6등급,1300.0,11,1,SETTLED,"2,3,8","2,8,7,1","2,8,7,10","2,8,7,1,10,4","2,8,7,10,1,4",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250518,202505,3,국6등급,1600.0,10,1,SETTLED,"6,8,10","9,1,3,8","9,1,3,10","9,1,3,8,4,10","9,1,3,10,8,4",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250518,202505,4,국5등급,1200.0,11,1,SETTLED,"2,6,10","6,3,10,7","6,3,10,7","6,3,10,7,11,1","6,3,10,7,11,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250518,202505,5,국4등급,1400.0,11,0,SETTLED,"2,6,8","2,6,1,7","2,6,1,7","2,6,1,7,3,8","2,6,1,7,3,8",4,0,0.0,400,0,0.0,400,1,1010.0,2000,1,1010.0,2000
부산,20250518,202505,6,2등급,1600.0,10,0,SETTLED,"1,6,9","1,9,4,8","1,9,4,8","1,9,4,8,5,7","1,9,4,8,3,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250523,202505,3,혼4등급,1800.0,9,0,SETTLED,"1,2,4","4,3,2,1","4,3,2,9","4,3,2,1,9,5","4,3,2,9,1,5",3,1,520.0,400,0,0.0,400,1,520.0,2000,1,520.0,2000
부산,20250523,202505,4,국5등급,1200.0,11,0,SETTLED,"7,8,11","7,6,4,10","7,6,4,9","7,6,4,10,9,2","7,6,4,9,10,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250523,202505,5,국5등급,1400.0,11,0,SETTLED,"2,8,9","2,1,9,8","2,1,9,8","2,1,9,8,5,10","2,1,9,8,5,10",4,1,20140.0,400,1,20140.0,400,1,20140.0,2000,1,20140.0,2000
부산,20250523,202505,6,국3등급,1400.0,11,0,SETTLED,"3,4,6","7,11,3,1","7,11,3,1","7,11,3,1,10,2","7,11,3,1,10,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250523,202505,7,국4등급,1600.0,11,0,SETTLED,"4,6,11","6,4,5,10","6,4,10,5","6,4,5,10,1,7","6,4,10,5,7,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,2560.0,2000
부산,20250523,202505,8,2등급,2000.0,11,0,SETTLED,"1,2,8","2,11,1,5","11,2,9,1","2,11,1,5,3,10","11,2,9,1,8,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,12969.999999999998,2000
부산,20250525,202505,1,국6등급,1400.0,9,1,SETTLED,"3,4,9","3,4,5,6","3,4,5,6","3,4,5,6,8,7","3,4,5,6,8,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250525,202505,2,혼OPEN,1800.0,14,0,SETTLED,"4,5,10","5,13,4,3","5,4,13,3","5,13,4,3,6,10","5,4,13,3,10,11",4,0,0.0,400,0,0.0,400,1,310.0,2000,1,310.0,2000
부산,20250525,202505,3,국5등급,1300.0,11,0,SETTLED,"3,4,7","9,3,2,7","9,3,2,7","9,3,2,7,4,8","9,3,2,7,4,8",4,0,0.0,400,0,0.0,400,1,1760.0000000000002,2000,1,1760.0000000000002,2000
부산,20250525,202505,4,국5등급,1600.0,11,0,SETTLED,"6,9,11","9,6,10,11","9,6,10,11","9,6,10,11,5,8","9,6,10,11,3,8",4,1,1240.0,400,1,1240.0,400,1,1240.0,2000,1,1240.0,2000
부산,20250525,202505,5,국4등급,1200.0,11,0,SETTLED,"2,3,5","7,2,3,4","7,3,2,4","7,2,3,4,10,11","7,3,2,4,10,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250525,202505,6,혼3등급,1800.0,11,0,SETTLED,"2,9,11","6,1,7,10","1,6,7,10","6,1,7,10,2,11","1,6,7,10,3,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250530,202505,2,국6등급,1600.0,11,1,SETTLED,"5,7,11","11,7,3,2","11,7,3,2","11,7,3,2,10,6","11,7,3,2,10,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250530,202505,3,국6등급,1600.0,11,1,SETTLED,"2,6,10","2,5,6,7","2,5,6,7","2,5,6,7,1,9","2,5,6,7,1,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250530,202505,4,1등급,2000.0,9,0,SETTLED,"1,2,3","2,5,8,9","5,2,8,1","2,5,8,9,1,3","5,2,8,1,9,4",3,0,0.0,400,0,0.0,400,1,7950.0,2000,0,0.0,2000
부산,20250530,202505,5,국5등급,1800.0,11,1,SETTLED,"4,6,11","4,2,8,10","4,2,8,10","4,2,8,10,1,11","4,2,8,10,11,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250530,202505,6,혼4등급,1200.0,11,0,SETTLED,"2,3,4","2,6,5,4","2,6,5,9","2,6,5,4,3,9","2,6,5,9,4,3",3,0,0.0,400,0,0.0,400,1,6870.0,2000,1,6870.0,2000
부산,20250530,202505,7,혼4등급,1600.0,11,0,SETTLED,"4,9,11","9,10,7,2","9,10,7,2","9,10,7,2,6,4","9,10,7,2,4,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,11100.0,2000
부산,20250530,202505,8,혼4등급,1600.0,11,0,SETTLED,"2,3,4","11,4,7,6","11,4,7,6","11,4,7,6,1,2","11,4,7,6,1,2",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
부산,20250601,202506,1,국6등급,1400.0,11,1,SETTLED,"4,7,10","1,4,10,7","1,4,10,7","1,4,10,7,2,11","1,4,10,7,2,11",4,1,1010.0,400,1,1010.0,400,1,1010.0,2000,1,1010.0,2000
부산,20250601,202506,2,국5등급,1200.0,11,1,SETTLED,"2,4,7","7,4,2,11","7,4,8,11","7,4,2,11,9,1","7,4,8,11,2,1",3,1,940.0,400,0,0.0,400,1,940.0,2000,1,940.0,2000
부산,20250601,202506,3,국5등급,1300.0,11,0,SETTLED,"4,5,8","4,5,9,10","4,5,9,10","4,5,9,10,11,6","4,5,9,10,6,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,860.0,2000
부산,20250601,202506,5,혼3등급,1600.0,11,0,SETTLED,"2,4,7","7,2,9,4","7,2,4,9","7,2,9,4,11,1","7,2,4,9,1,11",4,1,459.99999999999994,400,1,459.99999999999994,400,1,459.99999999999994,2000,1,459.99999999999994,2000
부산,20250601,202506,6,혼OPEN,1600.0,14,1,SETTLED,"6,7,11","7,9,14,11","7,9,14,6","7,9,14,11,6,4","7,9,14,6,11,3",3,0,0.0,400,0,0.0,400,1,8030.0,2000,1,8030.0,2000
부산,20250606,202506,2,국6등급,1300.0,11,1,SETTLED,"2,4,8","5,9,8,4","5,9,8,4","5,9,8,4,2,3","5,9,8,4,2,3",4,0,0.0,400,0,0.0,400,1,2390.0,2000,1,2390.0,2000
