경마장,경주일,년월,경주번호,등급,경주거리,출주두수,신마수,정산여부,actual_top3,m_rank_top4,r_pop_top4,m_rank_top6,r_pop_top6,overlap_1to4,m_BOX4_hit,m_BOX4_refund,m_BOX4_bet,r_BOX4_hit,r_BOX4_refund,r_BOX4_bet,m_BOX6_hit,m_BOX6_refund,m_BOX6_bet,r_BOX6_hit,r_BOX6_refund,r_BOX6_bet
서울,20231210,202312,3,국6등급,1400.0,9,1,SETTLED,"3,7,8","2,7,1,8","2,7,1,8","2,7,1,8,5,4","2,7,1,8,5,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231210,202312,4,국5등급,1300.0,10,0,SETTLED,"2,4,6","4,6,10,8","4,6,10,8","4,6,10,8,2,7","4,6,10,8,7,2",4,0,0.0,400,0,0.0,400,1,3810.0,2000,1,3810.0,2000
서울,20231210,202312,5,국5등급,1400.0,10,0,SETTLED,"1,2,3","3,10,5,8","3,10,5,8","3,10,5,8,9,7","3,10,5,8,9,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231210,202312,6,국5등급,1200.0,8,0,SETTLED,"2,6,8","6,7,2,8","6,7,8,5","6,7,2,8,5,3","6,7,8,5,2,3",3,1,1989.9999999999998,400,0,0.0,400,1,1989.9999999999998,2000,1,1989.9999999999998,2000
서울,20231210,202312,7,국4등급,1700.0,9,0,SETTLED,"2,4,5","7,5,2,4","7,5,4,2","7,5,2,4,6,3","7,5,4,2,8,3",4,1,2150.0,400,1,2150.0,400,1,2150.0,2000,1,2150.0,2000
서울,20231210,202312,8,국3등급,1600.0,10,0,SETTLED,"1,2,7","7,10,9,2","7,10,9,8","7,10,9,2,8,4","7,10,9,8,2,4",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231210,202312,9,혼4등급,1200.0,11,0,SETTLED,"6,8,9","10,1,11,9","10,1,11,9","10,1,11,9,8,5","10,1,11,9,8,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231210,202312,10,1등급,2000.0,11,0,SETTLED,"2,6,7","2,8,1,7","8,2,7,1","2,8,1,7,10,11","8,2,7,1,3,5",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231216,202312,5,국5등급,1400.0,11,1,SETTLED,"7,9,10","7,6,1,3","7,6,1,3","7,6,1,3,9,4","7,6,1,3,2,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231216,202312,6,국5등급,1200.0,10,0,SETTLED,"1,4,6","1,2,10,4","1,10,2,4","1,2,10,4,7,6","1,10,2,4,6,7",4,0,0.0,400,0,0.0,400,1,6790.000000000001,2000,1,6790.000000000001,2000
서울,20231216,202312,7,국5등급,1200.0,10,0,SETTLED,"1,3,9","3,4,2,10","3,7,2,10","3,4,2,10,7,1","3,7,2,10,4,1",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231216,202312,8,국5등급,1700.0,11,0,SETTLED,"1,5,9","5,4,11,2","5,4,2,11","5,4,11,2,9,1","5,4,2,11,10,3",4,0,0.0,400,0,0.0,400,1,14980.000000000002,2000,0,0.0,2000
서울,20231216,202312,9,혼4등급,1800.0,9,0,SETTLED,"2,5,6","8,5,6,2","8,6,5,2","8,5,6,2,3,9","8,6,5,2,3,7",4,1,840.0,400,1,840.0,400,1,840.0,2000,1,840.0,2000
서울,20231216,202312,10,국4등급,1400.0,11,0,SETTLED,"3,4,9","2,7,8,4","2,7,8,4","2,7,8,4,1,9","2,7,8,4,9,10",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231216,202312,11,2등급,1600.0,10,0,SETTLED,"2,3,6","6,2,10,5","6,2,10,5","6,2,10,5,9,1","6,2,10,5,7,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231217,202312,2,국6등급,1300.0,11,0,SETTLED,"3,5,7","8,3,7,5","8,3,7,5","8,3,7,5,11,9","8,3,7,5,11,9",4,1,19280.0,400,1,19280.0,400,1,19280.0,2000,1,19280.0,2000
서울,20231217,202312,3,국5등급,1200.0,11,0,SETTLED,"4,7,8","4,2,10,7","4,2,10,7","4,2,10,7,9,1","4,2,10,7,9,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231217,202312,4,국5등급,1300.0,11,0,SETTLED,"1,3,6","4,7,1,9","4,7,1,9","4,7,1,9,8,3","4,7,1,9,11,8",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231217,202312,5,국4등급,1300.0,11,1,SETTLED,"2,8,10","1,5,2,11","5,1,2,3","1,5,2,11,6,10","5,1,2,3,11,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231217,202312,6,혼4등급,1400.0,11,1,SETTLED,"3,6,11","3,1,2,7","3,1,2,7","3,1,2,7,11,6","3,1,2,7,6,11",4,0,0.0,400,0,0.0,400,1,6640.000000000001,2000,1,6640.000000000001,2000
서울,20231217,202312,7,국3등급,1800.0,11,0,SETTLED,"5,6,8","6,7,9,4","6,9,7,4","6,7,9,4,2,5","6,9,7,4,2,11",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231217,202312,8,혼OPEN,2300.0,16,0,SETTLED,"2,7,16","2,16,7,10","2,10,7,16","2,16,7,10,1,3","2,10,7,16,13,1",4,1,790.0,400,1,790.0,400,1,790.0,2000,1,790.0,2000
서울,20231217,202312,9,혼3등급,1400.0,10,0,SETTLED,"2,4,9","1,4,2,10","1,4,2,10","1,4,2,10,6,9","1,4,2,10,6,5",4,0,0.0,400,0,0.0,400,1,1800.0,2000,0,0.0,2000
서울,20231217,202312,10,혼3등급,1400.0,10,0,SETTLED,"3,4,8","3,9,7,4","3,9,7,4","3,9,7,4,1,6","3,9,7,4,1,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231217,202312,11,2등급,1600.0,10,0,SETTLED,"2,6,9","9,2,8,4","9,2,8,4","9,2,8,4,1,7","9,2,8,4,1,6",4,0,0.0,400,0,0.0,400,0,0.0,2000,1,1800.0,2000
서울,20231223,202312,1,국6등급,1300.0,11,0,SETTLED,"1,5,9","5,1,11,9","5,1,9,11","5,1,11,9,3,2","5,1,9,11,3,2",4,1,620.0,400,1,620.0,400,1,620.0,2000,1,620.0,2000
서울,20231223,202312,2,국6등급,1200.0,11,1,SETTLED,"1,5,7","5,10,7,11","5,10,11,3","5,10,7,11,3,6","5,10,11,3,7,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231223,202312,3,국5등급,1200.0,10,1,SETTLED,"1,6,10","1,3,5,6","1,6,5,4","1,3,5,6,4,7","1,6,5,4,3,2",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231223,202312,4,국5등급,1400.0,11,0,SETTLED,"3,5,8","3,8,7,2","3,8,7,2","3,8,7,2,5,9","3,8,7,2,5,9",4,0,0.0,400,0,0.0,400,1,590.0,2000,1,590.0,2000
서울,20231223,202312,5,국4등급,1700.0,10,0,SETTLED,"2,6,7","6,9,3,1","6,3,9,1","6,9,3,1,2,7","6,3,9,1,8,7",4,0,0.0,400,0,0.0,400,1,2100.0,2000,0,0.0,2000
서울,20231223,202312,6,혼4등급,1600.0,9,0,SETTLED,"4,7,9","6,9,8,1","6,9,8,1","6,9,8,1,7,5","6,9,8,1,5,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231223,202312,7,국3등급,1200.0,9,0,SETTLED,"3,6,8","7,6,3,9","7,6,3,9","7,6,3,9,8,4","7,6,3,9,8,4",4,0,0.0,400,0,0.0,400,1,1670.0,2000,1,1670.0,2000
서울,20231224,202312,3,국5등급,1300.0,10,0,SETTLED,"1,7,8","7,1,10,9","7,1,10,9","7,1,10,9,2,6","7,1,10,9,2,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231224,202312,4,국5등급,1200.0,10,0,SETTLED,"3,5,8","5,10,8,6","5,10,6,8","5,10,8,6,1,9","5,10,6,8,1,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231224,202312,5,국4등급,1200.0,11,0,SETTLED,"2,10,11","2,7,11,6","2,11,7,9","2,7,11,6,9,5","2,11,7,9,6,8",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231224,202312,6,혼4등급,1800.0,9,0,SETTLED,"4,6,8","5,8,1,4","5,8,4,1","5,8,1,4,6,7","5,8,4,1,6,7",4,0,0.0,400,0,0.0,400,1,3000.0,2000,1,3000.0,2000
서울,20231224,202312,7,1등급,1400.0,12,0,SETTLED,"8,9,10","10,12,7,5","10,12,7,5","10,12,7,5,1,3","10,12,7,5,1,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231225,202312,2,국6등급,1300.0,11,1,SETTLED,"2,3,5","1,2,3,5","1,2,3,5","1,2,3,5,11,7","1,2,3,5,11,4",4,1,10310.0,400,1,10310.0,400,1,10310.0,2000,1,10310.0,2000
서울,20231225,202312,3,국6등급,1300.0,11,0,SETTLED,"3,10,11","3,8,2,5","3,8,2,5","3,8,2,5,10,4","3,8,2,5,10,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231225,202312,4,국6등급,1700.0,11,0,SETTLED,"2,7,8","2,7,4,8","2,7,4,3","2,7,4,8,3,1","2,7,4,3,8,5",3,1,53970.00000000001,400,0,0.0,400,1,53970.00000000001,2000,1,53970.00000000001,2000
서울,20231225,202312,5,국5등급,1200.0,9,0,SETTLED,"3,8,9","8,3,2,9","8,3,2,9","8,3,2,9,7,1","8,3,2,9,7,1",4,1,969.9999999999999,400,1,969.9999999999999,400,1,969.9999999999999,2000,1,969.9999999999999,2000
서울,20231225,202312,6,국5등급,1600.0,10,0,SETTLED,"7,8,9","7,1,9,8","7,1,9,8","7,1,9,8,3,2","7,1,9,8,3,2",4,1,2630.0,400,1,2630.0,400,1,2630.0,2000,1,2630.0,2000
서울,20231225,202312,7,혼4등급,1300.0,11,0,SETTLED,"6,10,11","10,6,2,11","10,6,2,11","10,6,2,11,5,8","10,6,2,11,8,3",4,1,3900.0,400,1,3900.0,400,1,3900.0,2000,1,3900.0,2000
서울,20231225,202312,8,혼4등급,1300.0,11,0,SETTLED,"1,6,10","6,4,11,7","6,4,11,2","6,4,11,7,1,2","6,4,11,2,7,1",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231225,202312,9,국4등급,1400.0,11,1,SETTLED,"7,9,10","9,10,4,1","9,10,4,1","9,10,4,1,7,5","9,10,4,1,7,5",4,0,0.0,400,0,0.0,400,1,740.0,2000,1,740.0,2000
서울,20231225,202312,10,혼3등급,1800.0,9,0,SETTLED,"6,7,9","8,6,3,5","8,5,6,3","8,6,3,5,7,4","8,5,6,3,4,7",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231225,202312,11,혼4등급,1200.0,11,0,SETTLED,"5,7,11","11,5,7,4","11,5,7,1","11,5,7,4,1,3","11,5,7,1,4,3",3,1,730.0,400,1,730.0,400,1,730.0,2000,1,730.0,2000
서울,20231225,202312,12,2등급,1200.0,11,0,SETTLED,"4,6,9","7,9,4,6","7,9,4,6","7,9,4,6,3,8","7,9,4,6,3,8",4,1,17560.0,400,1,17560.0,400,1,17560.0,2000,1,17560.0,2000
서울,20231230,202312,2,국6등급,1200.0,11,1,SETTLED,"2,3,5","2,1,10,5","2,1,10,6","2,1,10,5,6,3","2,1,10,6,5,7",3,0,0.0,400,0,0.0,400,1,4050.0,2000,0,0.0,2000
서울,20231230,202312,4,국6등급,1400.0,11,0,SETTLED,"6,7,9","9,6,10,3","9,6,3,10","9,6,10,3,7,1","9,6,3,10,7,1",4,0,0.0,400,0,0.0,400,1,1970.0,2000,1,1970.0,2000
서울,20231230,202312,5,국5등급,1400.0,11,0,SETTLED,"6,7,8","6,11,8,10","6,11,8,10","6,11,8,10,4,7","6,11,8,10,7,4",4,0,0.0,400,0,0.0,400,1,10070.0,2000,1,10070.0,2000
서울,20231230,202312,6,국5등급,1200.0,11,0,SETTLED,"1,5,7","5,10,7,9","5,10,7,9","5,10,7,9,1,2","5,10,7,9,1,4",4,0,0.0,400,0,0.0,400,1,5900.0,2000,1,5900.0,2000
서울,20231230,202312,7,국5등급,1700.0,11,0,SETTLED,"2,4,7","2,7,5,10","2,5,7,10","2,7,5,10,11,6","2,5,7,10,11,3",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231230,202312,8,국3등급,1800.0,10,0,SETTLED,"3,4,7","7,4,9,3","7,9,4,3","7,4,9,3,5,10","7,9,4,3,10,5",4,1,2580.0,400,1,2580.0,400,1,2580.0,2000,1,2580.0,2000
서울,20231230,202312,9,혼4등급,1400.0,11,1,SETTLED,"4,5,7","7,10,9,8","7,10,9,8","7,10,9,8,3,4","7,10,9,8,3,4",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231230,202312,10,국4등급,1200.0,11,1,SETTLED,"3,5,8","3,11,5,7","3,6,11,5","3,11,5,7,1,4","3,6,11,5,7,1",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231230,202312,11,혼3등급,1600.0,10,0,SETTLED,"4,5,10","5,6,10,2","5,6,10,2","5,6,10,2,3,4","5,6,10,2,9,3",4,0,0.0,400,0,0.0,400,1,21370.0,2000,0,0.0,2000
서울,20231231,202312,3,국6등급,1300.0,11,0,SETTLED,"2,9,11","8,9,11,5","8,9,11,5","8,9,11,5,7,1","8,9,11,5,7,1",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231231,202312,4,국5등급,1400.0,11,0,SETTLED,"3,7,10","3,2,10,7","3,2,10,7","3,2,10,7,1,4","3,2,10,7,1,4",4,1,690.0,400,1,690.0,400,1,690.0,2000,1,690.0,2000
서울,20231231,202312,5,국5등급,1200.0,11,0,SETTLED,"3,6,11","2,11,10,9","2,11,9,1","2,11,10,9,1,6","2,11,9,1,10,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20231231,202312,6,국5등급,1300.0,11,1,SETTLED,"3,6,11","3,1,6,4","3,1,6,4","3,1,6,4,11,2","3,1,6,4,11,8",4,0,0.0,400,0,0.0,400,1,4940.0,2000,1,4940.0,2000
서울,20231231,202312,7,국4등급,1600.0,10,0,SETTLED,"5,6,7","5,10,7,4","5,10,7,4","5,10,7,4,6,3","5,10,7,4,3,6",4,0,0.0,400,0,0.0,400,1,869.9999999999999,2000,1,869.9999999999999,2000
서울,20231231,202312,8,혼4등급,1800.0,8,0,SETTLED,"3,7,8","3,2,4,6","3,2,4,6","3,2,4,6,7,8","3,2,4,6,7,8",4,0,0.0,400,0,0.0,400,1,1480.0,2000,1,1480.0,2000
서울,20231231,202312,9,2등급,2000.0,10,0,SETTLED,"5,6,8","6,4,9,5","6,4,9,1","6,4,9,5,8,10","6,4,9,1,8,5",3,0,0.0,400,0,0.0,400,1,24680.0,2000,1,24680.0,2000
서울,20231231,202312,11,혼3등급,1200.0,11,0,SETTLED,"1,3,11","5,3,11,10","5,3,11,2","5,3,11,10,4,1","5,3,11,2,10,9",3,0,0.0,400,0,0.0,400,1,7350.0,2000,0,0.0,2000
서울,20240106,202401,2,국6등급,1200.0,11,1,SETTLED,"3,8,11","3,6,5,8","3,6,8,5","3,6,5,8,11,4","3,6,8,5,9,11",4,0,0.0,400,0,0.0,400,1,450.0,2000,1,450.0,2000
서울,20240106,202401,4,국5등급,1400.0,11,0,SETTLED,"3,5,11","2,3,8,11","3,2,5,8","2,3,8,11,10,5","3,2,5,8,1,10",3,0,0.0,400,0,0.0,400,1,1230.0,2000,0,0.0,2000
서울,20240106,202401,5,국5등급,1300.0,8,0,SETTLED,"1,4,8","3,7,1,8","3,4,6,7","3,7,1,8,2,4","3,4,6,7,1,5",2,0,0.0,400,0,0.0,400,1,12180.0,2000,0,0.0,2000
서울,20240106,202401,6,국5등급,1200.0,11,0,SETTLED,"6,7,8","8,2,3,4","6,8,4,11","8,2,3,4,1,9","6,8,4,11,2,1",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240106,202401,7,혼4등급,1200.0,10,0,SETTLED,"2,8,9","10,9,5,2","5,10,9,6","10,9,5,2,3,6","5,10,9,6,2,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240106,202401,9,국4등급,1300.0,9,0,SETTLED,"5,6,9","6,5,3,8","6,4,5,3","6,5,3,8,4,9","6,4,5,3,8,9",3,0,0.0,400,0,0.0,400,1,1170.0,2000,1,1170.0,2000
서울,20240106,202401,10,혼3등급,1800.0,8,0,SETTLED,"2,4,5","2,8,6,7","8,4,2,3","2,8,6,7,4,3","8,4,2,3,5,6",2,0,0.0,400,0,0.0,400,0,0.0,2000,1,370.0,2000
서울,20240106,202401,11,2등급,1600.0,9,0,SETTLED,"1,3,7","6,5,4,3","6,5,8,4","6,5,4,3,1,8","6,5,8,4,2,1",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240107,202401,1,국6등급,1400.0,9,0,SETTLED,"3,6,8","6,3,1,9","6,1,3,7","6,3,1,9,8,4","6,1,3,7,9,8",3,0,0.0,400,0,0.0,400,1,4860.0,2000,1,4860.0,2000
서울,20240107,202401,2,국6등급,1300.0,11,0,SETTLED,"1,4,7","1,4,7,2","1,4,11,7","1,4,7,2,5,11","1,4,11,7,2,5",3,1,819.9999999999999,400,1,819.9999999999999,400,1,819.9999999999999,2000,1,819.9999999999999,2000
서울,20240107,202401,4,국5등급,1200.0,8,0,SETTLED,"1,3,8","3,8,4,1","3,8,2,4","3,8,4,1,2,5","3,8,2,4,7,1",3,1,540.0,400,0,0.0,400,1,540.0,2000,1,540.0,2000
서울,20240107,202401,5,국5등급,1300.0,9,1,SETTLED,"1,3,8","1,3,9,7","1,8,3,9","1,3,9,7,8,5","1,8,3,9,7,4",3,0,0.0,400,1,540.0,400,1,540.0,2000,1,540.0,2000
서울,20240107,202401,6,국5등급,1700.0,10,1,SETTLED,"2,8,10","8,7,4,10","8,9,7,3","8,7,4,10,6,5","8,9,7,3,6,4",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240107,202401,7,혼4등급,1800.0,9,0,SETTLED,"1,6,8","6,8,4,1","8,6,3,5","6,8,4,1,2,3","8,6,3,5,1,4",2,1,3000.0,400,0,0.0,400,1,3000.0,2000,1,3000.0,2000
서울,20240107,202401,8,국4등급,1400.0,9,0,SETTLED,"2,3,8","3,1,2,4","3,1,9,2","3,1,2,4,7,9","3,1,9,2,4,6",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240107,202401,9,국3등급,1400.0,11,0,SETTLED,"4,5,11","9,7,6,3","9,4,5,8","9,7,6,3,11,5","9,4,5,8,3,10",1,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240107,202401,10,혼3등급,1200.0,11,1,SETTLED,"5,7,11","8,11,6,1","11,8,6,7","8,11,6,1,3,7","11,8,6,7,4,5",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,750.0,2000
서울,20240107,202401,11,2등급,1600.0,10,0,SETTLED,"3,6,10","10,7,4,3","10,6,7,1","10,7,4,3,9,1","10,6,7,1,4,9",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240113,202401,3,국6등급,1400.0,8,1,SETTLED,"1,3,6","1,5,3,2","1,5,6,3","1,5,3,2,7,4","1,5,6,3,8,2",3,0,0.0,400,1,1540.0,400,0,0.0,2000,1,1540.0,2000
서울,20240113,202401,4,국6등급,1300.0,11,0,SETTLED,"3,9,10","3,10,9,5","10,3,9,2","3,10,9,5,8,4","10,3,9,2,5,1",3,1,1860.0000000000002,400,1,1860.0000000000002,400,1,1860.0000000000002,2000,1,1860.0000000000002,2000
서울,20240113,202401,5,국5등급,1300.0,11,0,SETTLED,"4,8,11","2,10,9,5","8,2,10,11","2,10,9,5,11,7","8,2,10,11,9,5",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240113,202401,6,국5등급,1400.0,11,0,SETTLED,"1,3,10","2,3,6,8","2,4,9,3","2,3,6,8,5,9","2,4,9,3,6,11",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240113,202401,7,국4등급,1400.0,9,0,SETTLED,"5,8,9","1,8,3,9","8,1,5,4","1,8,3,9,5,4","8,1,5,4,3,6",2,0,0.0,400,0,0.0,400,1,1600.0,2000,0,0.0,2000
서울,20240113,202401,8,혼4등급,1600.0,9,0,SETTLED,"4,5,9","4,3,7,5","4,2,3,9","4,3,7,5,9,2","4,2,3,9,7,5",2,0,0.0,400,0,0.0,400,1,860.0,2000,1,860.0,2000
서울,20240113,202401,9,혼4등급,1200.0,11,0,SETTLED,"3,7,11","3,7,10,4","7,2,3,9","3,7,10,4,1,8","7,2,3,9,4,11",2,0,0.0,400,0,0.0,400,0,0.0,2000,1,3640.0,2000
서울,20240113,202401,10,국3등급,1200.0,10,0,SETTLED,"3,6,10","1,6,10,7","6,1,10,3","1,6,10,7,9,4","6,1,10,3,9,8",3,0,0.0,400,1,7240.000000000001,400,0,0.0,2000,1,7240.000000000001,2000
서울,20240113,202401,11,2등급,1800.0,11,0,SETTLED,"1,6,7","7,8,9,1","7,4,10,1","7,8,9,1,10,6","7,4,10,1,9,3",2,0,0.0,400,0,0.0,400,1,6220.0,2000,0,0.0,2000
서울,20240114,202401,1,국6등급,1300.0,11,1,SETTLED,"9,10,11","9,5,10,1","9,8,11,5","9,5,10,1,7,8","9,8,11,5,7,10",2,0,0.0,400,0,0.0,400,0,0.0,2000,1,3090.0,2000
서울,20240114,202401,3,국5등급,1200.0,9,0,SETTLED,"5,7,8","8,6,7,2","8,6,3,7","8,6,7,2,3,1","8,6,3,7,9,1",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240114,202401,4,국5등급,1300.0,11,0,SETTLED,"5,6,11","6,11,8,9","8,6,11,7","6,11,8,9,4,7","8,6,11,7,2,9",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240114,202401,5,국5등급,1700.0,9,1,SETTLED,"1,5,6","3,5,2,6","5,3,1,6","3,5,2,6,1,4","5,3,1,6,7,2",3,0,0.0,400,1,1190.0,400,1,1190.0,2000,1,1190.0,2000
서울,20240114,202401,6,국4등급,1800.0,8,0,SETTLED,"5,6,7","7,1,5,3","7,3,5,6","7,1,5,3,4,2","7,3,5,6,2,1",3,0,0.0,400,1,1060.0,400,0,0.0,2000,1,1060.0,2000
서울,20240114,202401,7,혼3등급,1600.0,10,0,SETTLED,"3,4,7","9,7,6,1","9,7,3,2","9,7,6,1,2,4","9,7,3,2,8,1",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240114,202401,8,혼4등급,1300.0,11,0,SETTLED,"5,7,9","4,1,10,11","4,9,8,1","4,1,10,11,2,5","4,9,8,1,2,11",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240114,202401,9,1등급,2000.0,11,0,SETTLED,"3,10,11","3,1,8,5","11,8,1,6","3,1,8,5,11,2","11,8,1,6,2,3",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240120,202401,2,국6등급,1200.0,10,0,SETTLED,"3,7,10","7,3,6,2","7,10,6,3","7,3,6,2,4,8","7,10,6,3,4,2",3,0,0.0,400,1,530.0,400,0,0.0,2000,1,530.0,2000
서울,20240120,202401,3,국6등급,1300.0,11,0,SETTLED,"1,2,6","1,7,11,2","1,7,3,6","1,7,11,2,9,6","1,7,3,6,11,2",2,0,0.0,400,0,0.0,400,1,1850.0,2000,1,1850.0,2000
서울,20240120,202401,5,국5등급,1200.0,11,0,SETTLED,"2,5,9","8,7,6,9","5,1,6,8","8,7,6,9,1,2","5,1,6,8,9,4",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240120,202401,6,국5등급,1400.0,10,0,SETTLED,"1,4,10","4,1,3,9","1,4,3,10","4,1,3,9,2,6","1,4,3,10,2,9",3,0,0.0,400,1,1980.0,400,0,0.0,2000,1,1980.0,2000
서울,20240120,202401,7,국5등급,1300.0,10,0,SETTLED,"8,9,10","9,1,6,10","9,1,2,5","9,1,6,10,8,7","9,1,2,5,7,8",2,0,0.0,400,0,0.0,400,1,2550.0,2000,0,0.0,2000
서울,20240120,202401,8,국4등급,1300.0,11,0,SETTLED,"5,9,11","5,3,9,2","9,5,8,1","5,3,9,2,7,8","9,5,8,1,3,11",2,0,0.0,400,0,0.0,400,0,0.0,2000,1,3650.0,2000
서울,20240120,202401,9,혼4등급,1800.0,11,0,SETTLED,"1,5,9","9,10,7,2","9,8,3,1","9,10,7,2,3,1","9,8,3,1,5,7",1,0,0.0,400,0,0.0,400,0,0.0,2000,1,1010.0,2000
서울,20240120,202401,10,혼3등급,1400.0,11,1,SETTLED,"3,5,9","1,5,6,10","5,1,6,7","1,5,6,10,3,4","5,1,6,7,10,3",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240120,202401,11,2등급,1200.0,11,0,SETTLED,"1,4,9","3,5,8,9","3,5,4,8","3,5,8,9,2,1","3,5,4,8,9,7",3,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240121,202401,1,국6등급,1400.0,9,0,SETTLED,"3,4,9","3,9,8,1","3,9,4,2","3,9,8,1,7,6","3,9,4,2,8,1",2,0,0.0,400,1,1250.0,400,0,0.0,2000,1,1250.0,2000
서울,20240121,202401,2,국6등급,1300.0,11,0,SETTLED,"3,6,9","5,6,3,1","1,9,5,6","5,6,3,1,4,10","1,9,5,6,3,10",3,0,0.0,400,0,0.0,400,0,0.0,2000,1,3240.0,2000
서울,20240121,202401,3,국6등급,1200.0,8,0,SETTLED,"5,7,8","7,6,1,8","7,6,1,5","7,6,1,8,4,5","7,6,1,5,8,4",3,0,0.0,400,0,0.0,400,1,2000.0,2000,1,2000.0,2000
서울,20240121,202401,4,국5등급,1200.0,11,0,SETTLED,"1,2,5","3,9,6,7","3,7,4,5","3,9,6,7,2,4","3,7,4,5,2,8",2,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240121,202401,5,국5등급,1300.0,11,0,SETTLED,"3,7,10","7,5,3,4","3,7,5,4","7,5,3,4,11,2","3,7,5,4,2,9",4,0,0.0,400,0,0.0,400,0,0.0,2000,0,0.0,2000
서울,20240121,202401,6,국5등급,1700.0,10,0,SETTLED,"3,8,9","5,3,8,1","3,4,9,8","5,3,8,1,9,7","3,4,9,8,1,7",2,0,0.0,400,1,4820.0,400,1,4820.0,2000,1,4820.0,2000
서울,20240121,202401,7,혼4등급,1400.0,11,0,SETTLED,"3,5,8","5,9,3,7","5,9,8,3","5,9,3,7,11,2","5,9,8,3,11,2",3,0,0.0,400,1,650.0,400,0,0.0,2000,1,650.0,2000
서울,20240121,202401,8,국4등급,1600.0,10,0,SETTLED,"1,3,6","7,3,4,6","7,3,4,10","7,3,4,6,1,8","7,3,4,10,8,6",3,0,0.0,400,0,0.0,400,1,1520.0,2000,0,0.0,2000
서울,20240121,202401,9,국4등급,1600.0,10,0,SETTLED,"2,6,8","2,3,5,1","2,3,8,6","2,3,5,1,9,6","2,3,8,6,5,1",2,0,0.0,400,1,8800.0,400,0,0.0,2000,1,8800.0,2000
